product_id,title,description,category,price,rating,review_count,popularity,created_at
19943,OnePlus ONE-EL-109942 Series,OnePlus ONE-EL-109942 Series built for long-term performance and reliability,Electronics,29054.0,4.6,9296,111557,2047-03-22 00:00:00
18555,WD WD-ST-108554 Series,WD WD-ST-108554 Series built for long-term performance and reliability,Storage,62698.0,4.9,6252,62524,2043-06-03 00:00:00
12133,Xbox XBO-GA-102132 Series,Xbox XBO-GA-102132 Series built for long-term performance and reliability,Gaming,80084.0,3.9,12766,178729,2025-11-02 00:00:00
19527,Apple APP-EL-109526 Series,Apple APP-EL-109526 Series built for long-term performance and reliability,Electronics,13662.0,3.7,3888,62209,2046-01-30 00:00:00
12160,Amazon AMA-SM-102159 Series,Amazon AMA-SM-102159 Series built for long-term performance and reliability,Smart Home,81083.0,4.5,13117,170525,2025-11-29 00:00:00
13579,DJI DJI-PH-103578 Series,DJI DJI-PH-103578 Series built for long-term performance and reliability,Photography,48586.0,4.0,1564,17205,2029-10-18 00:00:00
19390,Xiaomi XIA-EL-109389 Series,Xiaomi XIA-EL-109389 Series built for long-term performance and reliability,Electronics,8593.0,3.8,2107,25285,2045-09-15 00:00:00
19814,Razer RAZ-GA-109813 Series,Razer RAZ-GA-109813 Series built for long-term performance and reliability,Gaming,24281.0,4.4,7619,121910,2046-11-13 00:00:00
10767,HP HP-CO-100766 Series,HP HP-CO-100766 Series built for long-term performance and reliability,Computers,29542.0,3.7,10008,130108,2022-02-05 00:00:00
10190,Xiaomi XIA-EL-100189 Series,Xiaomi XIA-EL-100189 Series built for long-term performance and reliability,Electronics,8193.0,3.8,2507,25075,2020-07-08 00:00:00
10441,Samsung SAM-EL-100440 Series,Samsung SAM-EL-100440 Series built for long-term performance and reliability,Electronics,17480.0,3.6,5770,92321,2021-03-16 00:00:00
19202,JBL JBL-AU-109201 Series,JBL JBL-AU-109201 Series built for long-term performance and reliability,Audio,1637.0,4.1,14663,190623,2045-03-11 00:00:00
15224,Sony SON-AU-105223 Series,Sony SON-AU-105223 Series built for long-term performance and reliability,Audio,24451.0,3.7,7949,87443,2034-04-20 00:00:00
17987,Xiaomi XIA-EL-107986 Series,Xiaomi XIA-EL-107986 Series built for long-term performance and reliability,Electronics,41682.0,3.7,13868,221889,2041-11-12 00:00:00
18699,Apple APP-EL-108698 Series,Apple APP-EL-108698 Series built for long-term performance and reliability,Electronics,68026.0,4.0,8124,113738,2043-10-25 00:00:00
10387,Netgear NET-NE-100386 Series,Netgear NET-NE-100386 Series built for long-term performance and reliability,Networking,15482.0,3.7,5068,55751,2021-01-21 00:00:00
13358,Samsung SAM-ST-103357 Series,Samsung SAM-ST-103357 Series built for long-term performance and reliability,Storage,40409.0,4.9,13691,191675,2029-03-11 00:00:00
12697,Xiaomi XIA-EL-102696 Series,Xiaomi XIA-EL-102696 Series built for long-term performance and reliability,Electronics,15952.0,4.4,5098,56079,2027-05-20 00:00:00
19866,WD WD-ST-109865 Series,WD WD-ST-109865 Series built for long-term performance and reliability,Storage,26205.0,4.7,8295,99545,2047-01-04 00:00:00
16692,WD WD-ST-106691 Series,WD WD-ST-106691 Series built for long-term performance and reliability,Storage,78767.0,4.8,12033,192530,2038-04-27 00:00:00
12958,DJI DJI-PH-102957 Series,DJI DJI-PH-102957 Series built for long-term performance and reliability,Photography,25609.0,4.9,8491,110391,2028-02-05 00:00:00
15770,Philips PHI-SM-105769 Series,Philips PHI-SM-105769 Series built for long-term performance and reliability,Smart Home,44653.0,3.8,15047,165522,2035-10-18 00:00:00
14775,DJI DJI-PH-104774 Series,DJI DJI-PH-104774 Series built for long-term performance and reliability,Photography,7838.0,4.9,2112,21122,2033-01-26 00:00:00
13921,ASUS ASU-CO-103920 Series,ASUS ASU-CO-103920 Series built for long-term performance and reliability,Computers,61240.0,3.6,6010,60102,2030-09-25 00:00:00
13117,Canon CAN-PH-103116 Series,Canon CAN-PH-103116 Series built for long-term performance and reliability,Photography,31492.0,4.4,10558,116143,2028-07-13 00:00:00
12559,Xiaomi XIA-EL-102558 Series,Xiaomi XIA-EL-102558 Series built for long-term performance and reliability,Electronics,10846.0,4.0,3304,42953,2027-01-02 00:00:00
19325,Lenovo LEN-CO-109324 Series,Lenovo LEN-CO-109324 Series built for long-term performance and reliability,Computers,6188.0,4.2,1262,12628,2045-07-12 00:00:00
10990,boAt BOA-AU-100989 Series,boAt BOA-AU-100989 Series built for long-term performance and reliability,Audio,37793.0,3.8,12907,154886,2022-09-16 00:00:00
13392,ASUS ASU-CO-103391 Series,ASUS ASU-CO-103391 Series built for long-term performance and reliability,Computers,41667.0,4.8,14133,183734,2029-04-14 00:00:00
10736,Samsung SAM-ST-100735 Series,Samsung SAM-ST-100735 Series built for long-term performance and reliability,Storage,28395.0,4.0,9605,96055,2022-01-05 00:00:00
11462,Nikon NIK-PH-101461 Series,Nikon NIK-PH-101461 Series built for long-term performance and reliability,Photography,55257.0,4.1,4043,60646,2024-01-01 00:00:00
15124,TP-Link TP--NE-105123 Series,TP-Link TP--NE-105123 Series built for long-term performance and reliability,Networking,20751.0,3.7,6649,106386,2034-01-10 00:00:00
14054,Xiaomi XIA-EL-104053 Series,Xiaomi XIA-EL-104053 Series built for long-term performance and reliability,Electronics,66161.0,4.4,7739,77392,2031-02-05 00:00:00
18963,Razer RAZ-GA-108962 Series,Razer RAZ-GA-108962 Series built for long-term performance and reliability,Gaming,77794.0,4.6,11556,138683,2044-07-15 00:00:00
17790,Razer RAZ-GA-107789 Series,Razer RAZ-GA-107789 Series built for long-term performance and reliability,Gaming,34393.0,3.8,11307,169606,2041-04-29 00:00:00
12315,Logitech LOG-AC-102314 Series,Logitech LOG-AC-102314 Series built for long-term performance and reliability,Accessories,1818.0,4.9,132,1849,2026-05-03 00:00:00
11814,Philips PHI-SM-101813 Series,Philips PHI-SM-101813 Series built for long-term performance and reliability,Smart Home,68281.0,4.4,8619,86197,2024-12-18 00:00:00
16644,Philips PHI-SM-106643 Series,Philips PHI-SM-106643 Series built for long-term performance and reliability,Smart Home,76991.0,3.7,11409,114094,2038-03-10 00:00:00
18388,Razer RAZ-GA-108387 Series,Razer RAZ-GA-108387 Series built for long-term performance and reliability,Gaming,56519.0,4.2,4081,44892,2042-12-18 00:00:00
10045,WD WD-ST-100044 Series,WD WD-ST-100044 Series built for long-term performance and reliability,Storage,2828.0,4.2,622,7469,2020-02-14 00:00:00
12494,Lenovo LEN-CO-102493 Series,Lenovo LEN-CO-102493 Series built for long-term performance and reliability,Computers,8441.0,4.4,2459,27050,2026-10-29 00:00:00
15288,Amazon AMA-SM-105287 Series,Amazon AMA-SM-105287 Series built for long-term performance and reliability,Smart Home,26819.0,4.2,8781,105373,2034-06-23 00:00:00
18180,Logitech LOG-AC-108179 Series,Logitech LOG-AC-108179 Series built for long-term performance and reliability,Accessories,48823.0,4.5,1377,17903,2042-05-24 00:00:00
13125,Philips PHI-SM-103124 Series,Philips PHI-SM-103124 Series built for long-term performance and reliability,Smart Home,31788.0,4.2,10662,127948,2028-07-21 00:00:00
12068,Amazon AMA-SM-102067 Series,Amazon AMA-SM-102067 Series built for long-term performance and reliability,Smart Home,77679.0,4.2,11921,143063,2025-08-29 00:00:00
15163,ASUS ASU-CO-105162 Series,ASUS ASU-CO-105162 Series built for long-term performance and reliability,Computers,22194.0,4.6,7156,93029,2034-02-18 00:00:00
16713,Philips PHI-SM-106712 Series,Philips PHI-SM-106712 Series built for long-term performance and reliability,Smart Home,79544.0,3.9,12306,196899,2038-05-18 00:00:00
10060,DJI DJI-PH-100059 Series,DJI DJI-PH-100059 Series built for long-term performance and reliability,Photography,3383.0,4.5,817,10622,2020-02-29 00:00:00
16945,WD WD-ST-106944 Series,WD WD-ST-106944 Series built for long-term performance and reliability,Storage,3128.0,4.2,322,3225,2039-01-05 00:00:00
15433,Apple APP-EL-105432 Series,Apple APP-EL-105432 Series built for long-term performance and reliability,Electronics,32184.0,3.9,10666,106664,2034-11-15 00:00:00
13490,Xbox XBO-GA-103489 Series,Xbox XBO-GA-103489 Series built for long-term performance and reliability,Gaming,45293.0,3.8,407,5292,2029-07-21 00:00:00
18930,Xiaomi XIA-EL-108929 Series,Xiaomi XIA-EL-108929 Series built for long-term performance and reliability,Electronics,76573.0,3.8,11127,155782,2044-06-12 00:00:00
14789,Apple APP-EL-104788 Series,Apple APP-EL-104788 Series built for long-term performance and reliability,Electronics,8356.0,4.7,2294,22942,2033-02-09 00:00:00
13207,Lenovo LEN-CO-103206 Series,Lenovo LEN-CO-103206 Series built for long-term performance and reliability,Computers,34822.0,3.7,11728,117281,2028-10-11 00:00:00
18493,Xiaomi XIA-EL-108492 Series,Xiaomi XIA-EL-108492 Series built for long-term performance and reliability,Electronics,60404.0,3.9,5446,59907,2043-04-02 00:00:00
17813,Razer RAZ-GA-107812 Series,Razer RAZ-GA-107812 Series built for long-term performance and reliability,Gaming,35244.0,3.9,11606,116069,2041-05-22 00:00:00
10707,Xbox XBO-GA-100706 Series,Xbox XBO-GA-100706 Series built for long-term performance and reliability,Gaming,27322.0,3.7,9228,147651,2021-12-07 00:00:00
14648,JBL JBL-AU-104647 Series,JBL JBL-AU-104647 Series built for long-term performance and reliability,Audio,3139.0,4.2,461,7384,2032-09-21 00:00:00
14693,boAt BOA-AU-104692 Series,boAt BOA-AU-104692 Series built for long-term performance and reliability,Audio,4804.0,3.9,1046,12561,2032-11-05 00:00:00
14853,Samsung SAM-ST-104852 Series,Samsung SAM-ST-104852 Series built for long-term performance and reliability,Storage,10724.0,3.9,3126,34395,2033-04-14 00:00:00
14651,Apple APP-EL-104650 Series,Apple APP-EL-104650 Series built for long-term performance and reliability,Electronics,3250.0,4.3,500,6002,2032-09-24 00:00:00
11693,DJI DJI-PH-101692 Series,DJI DJI-PH-101692 Series built for long-term performance and reliability,Photography,63804.0,3.9,7046,105691,2024-08-19 00:00:00
15806,Lenovo LEN-CO-105805 Series,Lenovo LEN-CO-105805 Series built for long-term performance and reliability,Computers,45985.0,4.7,515,6188,2035-11-23 00:00:00
14259,Samsung SAM-EL-104258 Series,Samsung SAM-EL-104258 Series built for long-term performance and reliability,Electronics,73746.0,4.0,10404,124849,2031-08-29 00:00:00
11208,Canon CAN-PH-101207 Series,Canon CAN-PH-101207 Series built for long-term performance and reliability,Photography,45859.0,4.2,741,9635,2023-04-22 00:00:00
18970,Samsung SAM-ST-108969 Series,Samsung SAM-ST-108969 Series built for long-term performance and reliability,Storage,78053.0,3.8,11647,139772,2044-07-22 00:00:00
16176,Canon CAN-PH-106175 Series,Canon CAN-PH-106175 Series built for long-term performance and reliability,Photography,59675.0,4.0,5325,58579,2036-11-27 00:00:00
15968,ASUS ASU-CO-105967 Series,ASUS ASU-CO-105967 Series built for long-term performance and reliability,Computers,51979.0,4.2,2621,34074,2036-05-03 00:00:00
12415,Samsung SAM-ST-102414 Series,Samsung SAM-ST-102414 Series built for long-term performance and reliability,Storage,5518.0,4.9,1432,22917,2026-08-11 00:00:00
13967,ASUS ASU-CO-103966 Series,ASUS ASU-CO-103966 Series built for long-term performance and reliability,Computers,62942.0,3.7,6608,92514,2030-11-10 00:00:00
19773,Amazon AMA-SM-109772 Series,Amazon AMA-SM-109772 Series built for long-term performance and reliability,Smart Home,22764.0,3.9,7086,70862,2046-10-03 00:00:00
12648,Sony SON-AU-102647 Series,Sony SON-AU-102647 Series built for long-term performance and reliability,Audio,14139.0,4.2,4461,49075,2027-04-01 00:00:00
13003,Nikon NIK-PH-103002 Series,Nikon NIK-PH-103002 Series built for long-term performance and reliability,Photography,27274.0,4.6,9076,145221,2028-03-21 00:00:00
17560,Razer RAZ-GA-107559 Series,Razer RAZ-GA-107559 Series built for long-term performance and reliability,Gaming,25883.0,4.5,8317,133073,2040-09-11 00:00:00
15095,Canon CAN-PH-105094 Series,Canon CAN-PH-105094 Series built for long-term performance and reliability,Photography,19678.0,4.9,6272,94085,2033-12-12 00:00:00
14721,Xiaomi XIA-EL-104720 Series,Xiaomi XIA-EL-104720 Series built for long-term performance and reliability,Electronics,5840.0,3.6,1410,16921,2032-12-03 00:00:00
15364,Apple APP-EL-105363 Series,Apple APP-EL-105363 Series built for long-term performance and reliability,Electronics,29631.0,3.7,9769,107460,2034-09-07 00:00:00
17340,Sony SON-AU-107339 Series,Sony SON-AU-107339 Series built for long-term performance and reliability,Audio,17743.0,4.5,5457,70943,2040-02-04 00:00:00
15577,ASUS ASU-CO-105576 Series,ASUS ASU-CO-105576 Series built for long-term performance and reliability,Computers,37512.0,4.4,12538,175533,2035-04-08 00:00:00
19868,boAt BOA-AU-109867 Series,boAt BOA-AU-109867 Series built for long-term performance and reliability,Audio,26279.0,4.2,8321,116495,2047-01-06 00:00:00
19959,Samsung SAM-ST-109958 Series,Samsung SAM-ST-109958 Series built for long-term performance and reliability,Storage,29646.0,4.0,9504,133057,2047-04-07 00:00:00
13752,Sony SON-AU-103751 Series,Sony SON-AU-103751 Series built for long-term performance and reliability,Audio,54987.0,4.8,3813,61009,2030-04-09 00:00:00
16071,WD WD-ST-106070 Series,WD WD-ST-106070 Series built for long-term performance and reliability,Storage,55790.0,4.3,3960,43562,2036-08-14 00:00:00
17046,HP HP-CO-107045 Series,HP HP-CO-107045 Series built for long-term performance and reliability,Computers,6865.0,4.7,1635,21259,2039-04-16 00:00:00
18233,WD WD-ST-108232 Series,WD WD-ST-108232 Series built for long-term performance and reliability,Storage,50784.0,3.9,2066,20662,2042-07-16 00:00:00
18580,boAt BOA-AU-108579 Series,boAt BOA-AU-108579 Series built for long-term performance and reliability,Audio,63623.0,4.5,6577,92081,2043-06-28 00:00:00
12731,Xbox XBO-GA-102730 Series,Xbox XBO-GA-102730 Series built for long-term performance and reliability,Gaming,17210.0,4.3,5540,55401,2027-06-23 00:00:00
11423,Philips PHI-SM-101422 Series,Philips PHI-SM-101422 Series built for long-term performance and reliability,Smart Home,53814.0,4.6,3536,38897,2023-11-23 00:00:00
11017,Apple APP-EL-101016 Series,Apple APP-EL-101016 Series built for long-term performance and reliability,Electronics,38792.0,4.4,13258,145847,2022-10-13 00:00:00
11566,JBL JBL-AU-101565 Series,JBL JBL-AU-101565 Series built for long-term performance and reliability,Audio,59105.0,4.7,5395,75534,2024-04-14 00:00:00
11308,Philips PHI-SM-101307 Series,Philips PHI-SM-101307 Series built for long-term performance and reliability,Smart Home,49559.0,4.2,2041,30616,2023-07-31 00:00:00
13372,DJI DJI-PH-103371 Series,DJI DJI-PH-103371 Series built for long-term performance and reliability,Photography,40927.0,4.8,13873,194223,2029-03-25 00:00:00
16368,Philips PHI-SM-106367 Series,Philips PHI-SM-106367 Series built for long-term performance and reliability,Smart Home,66779.0,4.2,7821,109504,2037-06-07 00:00:00
13696,Razer RAZ-GA-103695 Series,Razer RAZ-GA-103695 Series built for long-term performance and reliability,Gaming,52915.0,4.0,3085,49366,2030-02-12 00:00:00
17536,Logitech LOG-AC-107535 Series,Logitech LOG-AC-107535 Series built for long-term performance and reliability,Accessories,24995.0,4.0,8005,104069,2040-08-18 00:00:00
13814,Netgear NET-NE-103813 Series,Netgear NET-NE-103813 Series built for long-term performance and reliability,Networking,57281.0,4.4,4619,69290,2030-06-10 00:00:00
15701,Philips PHI-SM-105700 Series,Philips PHI-SM-105700 Series built for long-term performance and reliability,Smart Home,42100.0,3.6,14150,169804,2035-08-10 00:00:00
19266,Philips PHI-SM-109265 Series,Philips PHI-SM-109265 Series built for long-term performance and reliability,Smart Home,4005.0,4.7,495,6936,2045-05-14 00:00:00
12853,boAt BOA-AU-102852 Series,boAt BOA-AU-102852 Series built for long-term performance and reliability,Audio,21724.0,3.9,7126,92639,2027-10-23 00:00:00
11991,Nikon NIK-PH-101990 Series,Nikon NIK-PH-101990 Series built for long-term performance and reliability,Photography,74830.0,4.3,10920,131042,2025-06-13 00:00:00
19659,WD WD-ST-109658 Series,WD WD-ST-109658 Series built for long-term performance and reliability,Storage,18546.0,4.0,5604,84066,2046-06-11 00:00:00
18835,Sony SON-AU-108834 Series,Sony SON-AU-108834 Series built for long-term performance and reliability,Audio,73058.0,4.9,9892,98932,2044-03-09 00:00:00
11486,DJI DJI-PH-101485 Series,DJI DJI-PH-101485 Series built for long-term performance and reliability,Photography,56145.0,4.7,4355,47906,2024-01-25 00:00:00
11117,Nikon NIK-PH-101116 Series,Nikon NIK-PH-101116 Series built for long-term performance and reliability,Photography,42492.0,4.4,14558,189274,2023-01-21 00:00:00
14484,WD WD-ST-104483 Series,WD WD-ST-104483 Series built for long-term performance and reliability,Storage,82071.0,3.7,13329,173281,2032-04-10 00:00:00
19715,Dell DEL-CO-109714 Series,Dell DEL-CO-109714 Series built for long-term performance and reliability,Computers,20618.0,4.9,6332,94986,2046-08-06 00:00:00
15621,Dell DEL-CO-105620 Series,Dell DEL-CO-105620 Series built for long-term performance and reliability,Computers,39140.0,3.6,13110,209762,2035-05-22 00:00:00
18634,Dell DEL-CO-108633 Series,Dell DEL-CO-108633 Series built for long-term performance and reliability,Computers,65621.0,4.4,7279,87351,2043-08-21 00:00:00
14298,Philips PHI-SM-104297 Series,Philips PHI-SM-104297 Series built for long-term performance and reliability,Smart Home,75189.0,4.9,10911,174581,2031-10-07 00:00:00
19577,Dell DEL-CO-109576 Series,Dell DEL-CO-109576 Series built for long-term performance and reliability,Computers,15512.0,4.4,4538,45385,2046-03-21 00:00:00
16979,Lenovo LEN-CO-106978 Series,Lenovo LEN-CO-106978 Series built for long-term performance and reliability,Computers,4386.0,4.0,764,12225,2039-02-08 00:00:00
16505,Netgear NET-NE-106504 Series,Netgear NET-NE-106504 Series built for long-term performance and reliability,Networking,71848.0,4.2,9602,105623,2037-10-22 00:00:00
12582,Xiaomi XIA-EL-102581 Series,Xiaomi XIA-EL-102581 Series built for long-term performance and reliability,Electronics,11697.0,4.1,3603,54046,2027-01-25 00:00:00
11230,ASUS ASU-CO-101229 Series,ASUS ASU-CO-101229 Series built for long-term performance and reliability,Computers,46673.0,3.8,1027,14380,2023-05-14 00:00:00
17206,OnePlus ONE-EL-107205 Series,OnePlus ONE-EL-107205 Series built for long-term performance and reliability,Electronics,12785.0,4.7,3715,44582,2039-09-23 00:00:00
16433,Razer RAZ-GA-106432 Series,Razer RAZ-GA-106432 Series built for long-term performance and reliability,Gaming,69184.0,3.9,8666,138660,2037-08-11 00:00:00
15442,DJI DJI-PH-105441 Series,DJI DJI-PH-105441 Series built for long-term performance and reliability,Photography,32517.0,4.1,10783,129397,2034-11-24 00:00:00
13582,Xbox XBO-GA-103581 Series,Xbox XBO-GA-103581 Series built for long-term performance and reliability,Gaming,48697.0,4.1,1603,22443,2029-10-21 00:00:00
17554,Lenovo LEN-CO-107553 Series,Lenovo LEN-CO-107553 Series built for long-term performance and reliability,Computers,25661.0,4.4,8239,82400,2040-09-05 00:00:00
17619,Xiaomi XIA-EL-107618 Series,Xiaomi XIA-EL-107618 Series built for long-term performance and reliability,Electronics,28066.0,4.0,9084,109009,2040-11-09 00:00:00
14428,Canon CAN-PH-104427 Series,Canon CAN-PH-104427 Series built for long-term performance and reliability,Photography,79999.0,4.2,12601,163815,2032-02-14 00:00:00
19219,Netgear NET-NE-109218 Series,Netgear NET-NE-109218 Series built for long-term performance and reliability,Networking,2266.0,4.0,14884,238146,2045-03-28 00:00:00
16293,DJI DJI-PH-106292 Series,DJI DJI-PH-106292 Series built for long-term performance and reliability,Photography,64004.0,3.9,6846,109540,2037-03-24 00:00:00
17114,OnePlus ONE-EL-107113 Series,OnePlus ONE-EL-107113 Series built for long-term performance and reliability,Electronics,9381.0,4.4,2519,27710,2039-06-23 00:00:00
12360,DJI DJI-PH-102359 Series,DJI DJI-PH-102359 Series built for long-term performance and reliability,Photography,3483.0,4.5,717,7172,2026-06-17 00:00:00
11920,ASUS ASU-CO-101919 Series,ASUS ASU-CO-101919 Series built for long-term performance and reliability,Computers,72203.0,4.5,9997,109968,2025-04-03 00:00:00
17444,Logitech LOG-AC-107443 Series,Logitech LOG-AC-107443 Series built for long-term performance and reliability,Accessories,21591.0,3.7,6809,81714,2040-05-18 00:00:00
16909,Dell DEL-CO-106908 Series,Dell DEL-CO-106908 Series built for long-term performance and reliability,Computers,1796.0,4.7,14854,237675,2038-11-30 00:00:00
11384,Samsung SAM-EL-101383 Series,Samsung SAM-EL-101383 Series built for long-term performance and reliability,Electronics,52371.0,3.7,3029,42408,2023-10-15 00:00:00
16595,Xbox XBO-GA-106594 Series,Xbox XBO-GA-106594 Series built for long-term performance and reliability,Gaming,75178.0,4.9,10772,107721,2038-01-20 00:00:00
14510,JBL JBL-AU-104509 Series,JBL JBL-AU-104509 Series built for long-term performance and reliability,Audio,83033.0,3.8,13667,150349,2032-05-06 00:00:00
14912,Nikon NIK-PH-104911 Series,Nikon NIK-PH-104911 Series built for long-term performance and reliability,Photography,12907.0,4.8,3893,54506,2033-06-12 00:00:00
18878,Samsung SAM-ST-108877 Series,Samsung SAM-ST-108877 Series built for long-term performance and reliability,Storage,74649.0,4.9,10451,114962,2044-04-21 00:00:00
16509,Samsung SAM-ST-106508 Series,Samsung SAM-ST-106508 Series built for long-term performance and reliability,Storage,71996.0,4.7,9654,144811,2037-10-26 00:00:00
17364,Samsung SAM-EL-107363 Series,Samsung SAM-EL-107363 Series built for long-term performance and reliability,Electronics,18631.0,3.7,5769,92313,2040-02-28 00:00:00
12931,Lenovo LEN-CO-102930 Series,Lenovo LEN-CO-102930 Series built for long-term performance and reliability,Computers,24610.0,4.3,8140,113961,2028-01-09 00:00:00
10161,Samsung SAM-ST-100160 Series,Samsung SAM-ST-100160 Series built for long-term performance and reliability,Storage,7120.0,3.6,2130,34081,2020-06-09 00:00:00
16021,TP-Link TP--NE-106020 Series,TP-Link TP--NE-106020 Series built for long-term performance and reliability,Networking,53940.0,3.6,3310,33101,2036-06-25 00:00:00
17178,JBL JBL-AU-107177 Series,JBL JBL-AU-107177 Series built for long-term performance and reliability,Audio,11749.0,4.9,3351,40213,2039-08-26 00:00:00
19686,Sony SON-AU-109685 Series,Sony SON-AU-109685 Series built for long-term performance and reliability,Audio,19545.0,4.7,5955,83375,2046-07-08 00:00:00
19333,TP-Link TP--NE-109332 Series,TP-Link TP--NE-109332 Series built for long-term performance and reliability,Networking,6484.0,3.9,1366,15028,2045-07-20 00:00:00
12767,OnePlus ONE-EL-102766 Series,OnePlus ONE-EL-102766 Series built for long-term performance and reliability,Electronics,18542.0,3.7,6008,66093,2027-07-29 00:00:00
18300,Philips PHI-SM-108299 Series,Philips PHI-SM-108299 Series built for long-term performance and reliability,Smart Home,53263.0,4.5,2937,41126,2042-09-21 00:00:00
16541,Dell DEL-CO-106540 Series,Dell DEL-CO-106540 Series built for long-term performance and reliability,Computers,73180.0,3.6,10070,120841,2037-11-27 00:00:00
18116,Philips PHI-SM-108115 Series,Philips PHI-SM-108115 Series built for long-term performance and reliability,Smart Home,46455.0,4.0,545,6551,2042-03-21 00:00:00
10121,Xiaomi XIA-EL-100120 Series,Xiaomi XIA-EL-100120 Series built for long-term performance and reliability,Electronics,5640.0,3.6,1610,17712,2020-04-30 00:00:00
14885,Dell DEL-CO-104884 Series,Dell DEL-CO-104884 Series built for long-term performance and reliability,Computers,11908.0,4.2,3542,53140,2033-05-16 00:00:00
11160,Lenovo LEN-CO-101159 Series,Lenovo LEN-CO-101159 Series built for long-term performance and reliability,Computers,44083.0,4.5,117,1639,2023-03-05 00:00:00
10267,DJI DJI-PH-100266 Series,DJI DJI-PH-100266 Series built for long-term performance and reliability,Photography,11042.0,3.7,3508,35082,2020-09-23 00:00:00
19091,Xiaomi XIA-EL-109090 Series,Xiaomi XIA-EL-109090 Series built for long-term performance and reliability,Electronics,82530.0,4.3,13220,185088,2044-11-20 00:00:00
18618,Razer RAZ-GA-108617 Series,Razer RAZ-GA-108617 Series built for long-term performance and reliability,Gaming,65029.0,4.9,7071,70716,2043-08-05 00:00:00
