product_id,title,description,category,price,rating,review_count,popularity,created_at
100054,Mouse Smart 543,Mouse Smart 543 with advanced features and high performance,Wearables,21705,4.5,7296,26013,2024-09-21
100055,Purifier Elite 147,Purifier Elite 147 with advanced features and high performance,Wearables,38813,4.4,6647,34965,2024-03-16
100056,Purifier Smart 150,Purifier Smart 150 with advanced features and high performance,Laptops,226685,4.7,8680,4894,2024-03-23
100057,Monitor Prime 728,Monitor Prime 728 with advanced features and high performance,Laptops,234438,4.1,4991,14735,2024-04-22
100058,Monitor Max 521,Monitor Max 521 with advanced features and high performance,Gaming,49693,4.4,4306,44200,2024-09-18
100059,Tablet Prime 151,Tablet Prime 151 with advanced features and high performance,Cameras,235644,4.4,6583,37320,2024-02-18
100060,Mouse Prime 251,Mouse Prime 251 with advanced features and high performance,Accessories,3296,4.1,9384,41806,2024-11-20
100061,Keyboard Prime 967,Keyboard Prime 967 with advanced features and high performance,Tablets,12842,4.3,9102,1557,2024-10-20
100062,Tablet Prime 239,Tablet Prime 239 with advanced features and high performance,Networking,10856,3.9,1451,11024,2024-01-10
100063,Purifier Smart 222,Purifier Smart 222 with advanced features and high performance,Tablets,87074,4.5,6888,39527,2024-05-24
100064,Purifier Elite 361,Purifier Elite 361 with advanced features and high performance,Mobiles,25979,4.5,3756,22466,2024-05-18
100065,Router Prime 232,Router Prime 232 with advanced features and high performance,Laptops,79408,4.8,6544,1009,2024-09-01
100066,Camera Prime 817,Camera Prime 817 with advanced features and high performance,Office,71253,4.4,8761,29445,2024-08-11
100067,Headphones Neo 138,Headphones Neo 138 with advanced features and high performance,Accessories,8099,4.6,8504,3787,2024-06-07
100068,Keyboard Elite 652,Keyboard Elite 652 with advanced features and high performance,Audio,19176,4.5,4134,21969,2024-11-08
100069,Phone Pro 868,Phone Pro 868 with advanced features and high performance,Tablets,83818,4.8,380,6348,2024-04-02
100070,Speaker Smart 633,Speaker Smart 633 with advanced features and high performance,Fitness,35695,3.8,1252,18522,2024-05-17
100071,Speaker Ultra 954,Speaker Ultra 954 with advanced features and high performance,Storage,8491,4.8,6148,46957,2024-03-28
100072,SSD Neo 814,SSD Neo 814 with advanced features and high performance,Cameras,219373,4.9,181,12431,2024-07-19
100073,Headphones Plus 972,Headphones Plus 972 with advanced features and high performance,Storage,27312,4.2,9010,3312,2024-12-17
100074,Phone Neo 938,Phone Neo 938 with advanced features and high performance,Audio,12197,4.0,8599,746,2024-06-14
100075,Tablet Elite 713,Tablet Elite 713 with advanced features and high performance,Wearables,3813,3.9,3004,39515,2024-08-22
100076,Console Smart 969,Console Smart 969 with advanced features and high performance,Mobiles,79320,4.2,10116,14622,2024-04-14
100077,Console Pro 802,Console Pro 802 with advanced features and high performance,Gaming,79593,4.3,946,9989,2024-09-29
100078,Laptop Plus 854,Laptop Plus 854 with advanced features and high performance,TVs,24645,4.2,3892,16049,2024-10-27
100079,Tablet Pro 595,Tablet Pro 595 with advanced features and high performance,Gaming,12619,4.1,7916,23344,2024-02-07
100080,Treadmill Pro 249,Treadmill Pro 249 with advanced features and high performance,Office,11739,4.0,10013,38326,2024-02-12
100081,Watch Pro 874,Watch Pro 874 with advanced features and high performance,Laptops,29722,4.6,687,25085,2024-04-04
100082,Keyboard Elite 910,Keyboard Elite 910 with advanced features and high performance,Smart Home,3325,4.2,9963,29021,2024-02-12
100083,Speaker Max 974,Speaker Max 974 with advanced features and high performance,Wearables,25779,3.9,4227,9113,2024-06-01
100084,Keyboard Smart 550,Keyboard Smart 550 with advanced features and high performance,Cameras,281684,4.1,5712,19228,2024-05-13
100085,Console Prime 555,Console Prime 555 with advanced features and high performance,Networking,29382,4.8,1946,34680,2024-08-20
100086,Monitor Elite 365,Monitor Elite 365 with advanced features and high performance,TVs,83127,3.8,5929,10992,2024-05-25
100087,Speaker Neo 971,Speaker Neo 971 with advanced features and high performance,TVs,98556,4.3,11073,46714,2024-11-06
100088,Monitor Max 170,Monitor Max 170 with advanced features and high performance,TVs,130715,3.9,4144,765,2024-03-07
100089,Purifier Max 607,Purifier Max 607 with advanced features and high performance,Laptops,217731,4.1,717,18611,2024-03-03
100090,Phone Elite 268,Phone Elite 268 with advanced features and high performance,Gaming,21187,4.5,6983,43904,2024-07-17
100091,Phone Prime 285,Phone Prime 285 with advanced features and high performance,Fitness,47557,3.9,4405,15536,2024-06-17
100092,Laptop Ultra 992,Laptop Ultra 992 with advanced features and high performance,Fitness,29802,4.4,7746,41765,2024-08-25
100093,Mouse Pro 670,Mouse Pro 670 with advanced features and high performance,Audio,24197,4.1,8670,22680,2024-11-29
100094,Monitor Plus 164,Monitor Plus 164 with advanced features and high performance,Mobiles,36739,4.1,2076,13782,2024-04-25
100095,Purifier Elite 176,Purifier Elite 176 with advanced features and high performance,Fitness,49526,4.7,973,31979,2024-12-09
100096,Treadmill Neo 566,Treadmill Neo 566 with advanced features and high performance,Gaming,73850,4.9,5531,9950,2024-06-23
100097,Headphones Max 889,Headphones Max 889 with advanced features and high performance,Office,74477,3.9,8981,27479,2024-10-04
100098,Headphones Pro 286,Headphones Pro 286 with advanced features and high performance,Storage,29660,4.4,5362,8754,2024-01-25
100099,Router Plus 507,Router Plus 507 with advanced features and high performance,Networking,17824,4.8,5787,5607,2024-11-16
100100,Camera Elite 213,Camera Elite 213 with advanced features and high performance,Laptops,26099,4.8,9384,40770,2024-10-20
100101,Keyboard Max 339,Keyboard Max 339 with advanced features and high performance,Cameras,277364,3.8,7681,16364,2024-03-21
100102,Watch Max 767,Watch Max 767 with advanced features and high performance,Fitness,60119,4.2,8892,22701,2024-04-06
100103,Tablet Plus 765,Tablet Plus 765 with advanced features and high performance,Home Appliances,120665,4.3,9515,19370,2024-05-23
100104,Console Ultra 908,Console Ultra 908 with advanced features and high performance,Home Appliances,145901,3.9,4440,32687,2024-10-29
100105,SSD Pro 406,SSD Pro 406 with advanced features and high performance,Home Appliances,35534,4.0,3684,48231,2024-04-04
100106,Laptop Neo 173,Laptop Neo 173 with advanced features and high performance,Storage,28997,4.2,9587,30091,2024-10-08
100107,Monitor Max 449,Monitor Max 449 with advanced features and high performance,Networking,7689,3.8,11528,37550,2024-08-29
100108,Console Plus 626,Console Plus 626 with advanced features and high performance,Audio,11936,4.5,5559,21848,2024-02-25
100109,Purifier Prime 558,Purifier Prime 558 with advanced features and high performance,Wearables,43098,4.7,3869,9667,2024-07-05
100110,Console Plus 891,Console Plus 891 with advanced features and high performance,Gaming,71364,4.2,3558,16849,2024-01-01
100111,Tablet Max 745,Tablet Max 745 with advanced features and high performance,Home Appliances,84958,4.1,11111,15216,2024-12-10
100112,SSD Max 951,SSD Max 951 with advanced features and high performance,Wearables,7631,4.8,6432,40686,2024-02-28
100113,Router Prime 664,Router Prime 664 with advanced features and high performance,Gaming,20090,4.8,5833,35613,2024-11-24
100114,Purifier Plus 828,Purifier Plus 828 with advanced features and high performance,Accessories,5902,4.0,2640,8509,2024-07-31
100115,Router Ultra 184,Router Ultra 184 with advanced features and high performance,Office,57413,4.1,9842,1720,2024-08-20
100116,Purifier Plus 909,Purifier Plus 909 with advanced features and high performance,Home Appliances,139153,3.9,449,6033,2024-07-18
100117,SSD Smart 547,SSD Smart 547 with advanced features and high performance,Accessories,17714,4.2,2804,2436,2024-02-24
100118,Watch Neo 776,Watch Neo 776 with advanced features and high performance,Home Appliances,135868,4.4,1916,31298,2024-05-06
100119,Headphones Prime 171,Headphones Prime 171 with advanced features and high performance,Storage,21368,4.6,9655,24210,2024-09-07
100120,Laptop Neo 635,Laptop Neo 635 with advanced features and high performance,Accessories,7084,4.6,5546,21933,2024-11-25
100121,Phone Max 895,Phone Max 895 with advanced features and high performance,Wearables,52126,4.7,6529,29664,2024-03-02
100122,Phone Elite 948,Phone Elite 948 with advanced features and high performance,Laptops,213375,4.1,6440,30753,2024-10-20
100123,Router Pro 874,Router Pro 874 with advanced features and high performance,Networking,29000,4.4,9494,6503,2024-08-19
100124,Phone Smart 344,Phone Smart 344 with advanced features and high performance,TVs,141412,4.8,10263,23013,2024-04-15
100125,Keyboard Prime 957,Keyboard Prime 957 with advanced features and high performance,Home Appliances,30344,3.9,2794,7126,2024-10-29
100126,Purifier Elite 789,Purifier Elite 789 with advanced features and high performance,Gaming,64036,4.4,7005,6979,2024-03-19
100127,Camera Max 261,Camera Max 261 with advanced features and high performance,Office,23601,4.0,3148,4447,2024-09-19
100128,Speaker Ultra 493,Speaker Ultra 493 with advanced features and high performance,Storage,18895,4.6,10506,32252,2024-05-06
100129,Watch Elite 254,Watch Elite 254 with advanced features and high performance,Fitness,27975,4.6,5194,37201,2024-02-04
100130,Purifier Prime 735,Purifier Prime 735 with advanced features and high performance,Storage,4789,4.5,934,29385,2024-01-06
100131,Purifier Ultra 570,Purifier Ultra 570 with advanced features and high performance,Gaming,41560,4.0,6644,23184,2024-10-07
100132,Purifier Max 388,Purifier Max 388 with advanced features and high performance,Laptops,110595,4.5,3776,10424,2024-01-06
100133,Camera Pro 625,Camera Pro 625 with advanced features and high performance,Mobiles,39416,4.9,7078,1910,2024-06-04
100134,Speaker Prime 683,Speaker Prime 683 with advanced features and high performance,Office,9961,4.1,2811,21082,2024-10-19
100135,Phone Elite 974,Phone Elite 974 with advanced features and high performance,TVs,28634,3.8,5373,35051,2024-12-08
100136,Laptop Neo 487,Laptop Neo 487 with advanced features and high performance,Accessories,20273,4.2,9663,12756,2024-01-22
100137,Mouse Pro 703,Mouse Pro 703 with advanced features and high performance,TVs,286724,4.2,11724,2978,2024-02-06
100138,Router Elite 383,Router Elite 383 with advanced features and high performance,Gaming,46064,4.8,1205,33791,2024-08-15
100139,Laptop Plus 211,Laptop Plus 211 with advanced features and high performance,Wearables,10740,4.2,7105,4583,2024-01-17
100140,Tablet Elite 660,Tablet Elite 660 with advanced features and high performance,Audio,51479,4.6,11801,21414,2024-01-18
100141,Keyboard Elite 133,Keyboard Elite 133 with advanced features and high performance,Storage,17027,3.9,3244,16499,2024-02-23
100142,Mouse Ultra 360,Mouse Ultra 360 with advanced features and high performance,Storage,11136,3.9,7017,40119,2024-09-12
100143,Mouse Elite 766,Mouse Elite 766 with advanced features and high performance,Cameras,189823,4.4,5031,8534,2024-07-21
100144,Mouse Ultra 796,Mouse Ultra 796 with advanced features and high performance,Audio,28685,4.6,7538,47863,2024-07-02
100145,Headphones Pro 153,Headphones Pro 153 with advanced features and high performance,Audio,48385,4.6,2756,32226,2024-03-13
100146,Keyboard Elite 887,Keyboard Elite 887 with advanced features and high performance,Cameras,76313,4.2,2500,11389,2024-10-05
100147,Console Elite 327,Console Elite 327 with advanced features and high performance,Smart Home,23758,4.5,3606,44144,2024-11-20
100148,Headphones Smart 467,Headphones Smart 467 with advanced features and high performance,TVs,139439,4.5,9734,35840,2024-05-11
100149,Router Smart 272,Router Smart 272 with advanced features and high performance,Smart Home,39845,4.4,10589,23267,2024-04-09
100150,Laptop Prime 558,Laptop Prime 558 with advanced features and high performance,Accessories,29222,3.8,3231,45199,2024-11-26
100151,Keyboard Prime 914,Keyboard Prime 914 with advanced features and high performance,Accessories,13310,3.9,1003,21031,2024-04-06
100152,Laptop Pro 966,Laptop Pro 966 with advanced features and high performance,Audio,29186,4.4,11842,8543,2024-08-06
100153,Monitor Neo 226,Monitor Neo 226 with advanced features and high performance,Tablets,19828,4.2,8479,37889,2024-09-30
100154,Headphones Neo 884,Headphones Neo 884 with advanced features and high performance,Mobiles,60767,4.8,11357,13184,2024-03-27
100155,Camera Prime 655,Camera Prime 655 with advanced features and high performance,Office,23627,4.3,3153,34993,2024-05-20
100156,Phone Pro 733,Phone Pro 733 with advanced features and high performance,Cameras,211399,4.7,6832,40105,2024-08-18
100157,Purifier Neo 237,Purifier Neo 237 with advanced features and high performance,Accessories,20004,4.9,9514,22361,2024-01-31
100158,Mouse Ultra 601,Mouse Ultra 601 with advanced features and high performance,Smart Home,15092,4.2,9806,30971,2024-12-12
100159,Headphones Prime 247,Headphones Prime 247 with advanced features and high performance,Wearables,37262,4.7,11823,2205,2024-08-23
100160,Laptop Max 753,Laptop Max 753 with advanced features and high performance,TVs,208018,3.8,6645,32230,2024-09-23
100161,Console Smart 712,Console Smart 712 with advanced features and high performance,Audio,21379,3.9,6334,27932,2024-08-02
100162,Treadmill Smart 413,Treadmill Smart 413 with advanced features and high performance,Tablets,11357,3.8,10034,32342,2024-04-11
100163,Purifier Ultra 573,Purifier Ultra 573 with advanced features and high performance,Tablets,88595,4.4,6119,26825,2024-10-23
100164,Laptop Smart 775,Laptop Smart 775 with advanced features and high performance,Laptops,122582,4.2,10559,42378,2024-08-28
100165,Console Neo 483,Console Neo 483 with advanced features and high performance,Networking,25391,4.1,9027,27625,2024-09-28
100166,SSD Ultra 508,SSD Ultra 508 with advanced features and high performance,TVs,106855,4.5,7460,8890,2024-10-18
100167,Tablet Pro 553,Tablet Pro 553 with advanced features and high performance,Laptops,144103,3.9,1184,4464,2024-12-22
100168,Console Max 775,Console Max 775 with advanced features and high performance,Networking,7317,4.2,3438,10420,2024-02-29
100169,Headphones Max 562,Headphones Max 562 with advanced features and high performance,Mobiles,35292,4.1,56,46290,2024-04-08
100170,Laptop Ultra 408,Laptop Ultra 408 with advanced features and high performance,Gaming,101642,4.2,5628,23467,2024-12-12
100171,Purifier Prime 434,Purifier Prime 434 with advanced features and high performance,Accessories,26128,4.7,10665,10083,2024-03-17
100172,Purifier Ultra 558,Purifier Ultra 558 with advanced features and high performance,Smart Home,13239,4.6,2210,1364,2024-03-05
100173,Speaker Neo 144,Speaker Neo 144 with advanced features and high performance,Accessories,14922,3.8,9964,27880,2024-01-28
100174,Laptop Neo 562,Laptop Neo 562 with advanced features and high performance,TVs,27612,4.6,1594,40295,2024-12-12
100175,Keyboard Elite 619,Keyboard Elite 619 with advanced features and high performance,Mobiles,63077,3.9,5113,9280,2024-02-04
100176,Treadmill Elite 238,Treadmill Elite 238 with advanced features and high performance,Smart Home,15693,4.8,10865,35777,2024-05-09
100177,Console Prime 828,Console Prime 828 with advanced features and high performance,Mobiles,142245,4.7,8062,1690,2024-04-20
100178,Camera Pro 518,Camera Pro 518 with advanced features and high performance,Cameras,298198,4.5,2143,40868,2024-03-05
100179,Camera Pro 381,Camera Pro 381 with advanced features and high performance,Cameras,29607,4.5,7684,13137,2024-05-02
100180,Treadmill Elite 198,Treadmill Elite 198 with advanced features and high performance,Laptops,230004,4.3,6027,10444,2024-04-04
100181,Purifier Ultra 733,Purifier Ultra 733 with advanced features and high performance,Fitness,48086,4.4,7786,15343,2024-01-02
100182,Treadmill Plus 224,Treadmill Plus 224 with advanced features and high performance,Audio,60855,4.9,5977,34153,2024-01-07
100183,Treadmill Prime 431,Treadmill Prime 431 with advanced features and high performance,Fitness,33997,4.5,10215,43456,2024-02-07
100184,Phone Plus 904,Phone Plus 904 with advanced features and high performance,Fitness,12240,4.7,9384,29904,2024-10-05
100185,Phone Prime 131,Phone Prime 131 with advanced features and high performance,Fitness,48699,4.4,5611,30233,2024-08-26
100186,Purifier Prime 198,Purifier Prime 198 with advanced features and high performance,Audio,57373,4.2,7795,33549,2024-08-10
100187,SSD Neo 547,SSD Neo 547 with advanced features and high performance,Home Appliances,108928,4.9,7751,25048,2024-05-02
100188,Speaker Ultra 965,Speaker Ultra 965 with advanced features and high performance,Wearables,2632,4.5,10166,46405,2024-10-04
100189,Treadmill Pro 174,Treadmill Pro 174 with advanced features and high performance,Fitness,25583,4.7,9925,42036,2024-07-10
100190,Monitor Max 412,Monitor Max 412 with advanced features and high performance,Audio,55115,4.2,3067,26955,2024-06-09
100191,Headphones Elite 552,Headphones Elite 552 with advanced features and high performance,Networking,29149,3.8,6278,18356,2024-10-14
100192,Monitor Max 927,Monitor Max 927 with advanced features and high performance,Audio,43596,4.0,4104,30420,2024-03-14
100193,Laptop Max 328,Laptop Max 328 with advanced features and high performance,Cameras,80837,4.8,7185,7654,2024-02-09
100194,Purifier Prime 883,Purifier Prime 883 with advanced features and high performance,Accessories,13366,4.1,10296,23830,2024-02-04
100195,Router Ultra 875,Router Ultra 875 with advanced features and high performance,Tablets,10485,4.1,1123,4307,2024-06-23
100196,Watch Neo 703,Watch Neo 703 with advanced features and high performance,Gaming,4267,3.9,816,43042,2024-06-11
100197,Tablet Ultra 352,Tablet Ultra 352 with advanced features and high performance,Gaming,47769,4.8,8581,42818,2024-10-01
100198,Speaker Neo 474,Speaker Neo 474 with advanced features and high performance,Networking,24774,4.9,1915,14507,2024-11-26
100199,Tablet Elite 177,Tablet Elite 177 with advanced features and high performance,Gaming,105408,4.8,465,2715,2024-11-20
100200,Monitor Plus 645,Monitor Plus 645 with advanced features and high performance,Gaming,50728,4.7,6415,15353,2024-08-16
100201,Router Elite 927,Router Elite 927 with advanced features and high performance,Smart Home,35551,4.5,3820,32175,2024-03-09
100202,Watch Ultra 435,Watch Ultra 435 with advanced features and high performance,Networking,27044,4.0,7915,8858,2024-12-18
100203,Laptop Pro 265,Laptop Pro 265 with advanced features and high performance,Wearables,51585,4.5,5461,47258,2024-07-23
100204,Headphones Ultra 221,Headphones Ultra 221 with advanced features and high performance,Office,23346,4.8,10690,49700,2024-09-20
100205,Treadmill Ultra 133,Treadmill Ultra 133 with advanced features and high performance,Smart Home,18586,4.4,1440,30589,2024-05-06
100206,Treadmill Plus 933,Treadmill Plus 933 with advanced features and high performance,Wearables,43242,4.1,370,47937,2024-03-17
100207,Monitor Smart 522,Monitor Smart 522 with advanced features and high performance,Home Appliances,90991,4.6,3542,22856,2024-07-21
100208,Watch Prime 858,Watch Prime 858 with advanced features and high performance,Gaming,6346,4.3,10624,3642,2024-09-26
100209,Tablet Elite 248,Tablet Elite 248 with advanced features and high performance,Accessories,12590,4.1,5224,32808,2024-10-26
100210,Speaker Prime 780,Speaker Prime 780 with advanced features and high performance,Wearables,29156,4.7,1776,24111,2024-02-08
100211,Laptop Ultra 982,Laptop Ultra 982 with advanced features and high performance,Office,10274,4.2,9693,8613,2024-05-24
100212,Camera Ultra 102,Camera Ultra 102 with advanced features and high performance,Home Appliances,58505,4.4,5360,42524,2024-03-06
100213,Treadmill Elite 634,Treadmill Elite 634 with advanced features and high performance,TVs,259825,4.2,4111,29416,2024-04-11
100214,Laptop Max 577,Laptop Max 577 with advanced features and high performance,Networking,17571,4.3,1377,4042,2024-04-06
100215,Console Max 371,Console Max 371 with advanced features and high performance,Storage,39784,4.4,6239,19768,2024-07-21
100216,Headphones Pro 344,Headphones Pro 344 with advanced features and high performance,TVs,79139,3.9,114,9359,2024-02-03
100217,Phone Pro 119,Phone Pro 119 with advanced features and high performance,Networking,19055,4.7,4684,9215,2024-12-23
100218,Phone Ultra 361,Phone Ultra 361 with advanced features and high performance,Laptops,53622,4.0,5849,33754,2024-07-11
100219,SSD Smart 441,SSD Smart 441 with advanced features and high performance,Gaming,22391,4.2,10597,45637,2024-07-02
100220,Monitor Smart 489,Monitor Smart 489 with advanced features and high performance,Smart Home,18934,4.1,9645,18713,2024-11-28
100221,Headphones Ultra 953,Headphones Ultra 953 with advanced features and high performance,Tablets,26905,4.3,606,807,2024-02-13
100222,Tablet Prime 691,Tablet Prime 691 with advanced features and high performance,Laptops,247560,4.8,9847,5510,2024-04-21
100223,Laptop Pro 714,Laptop Pro 714 with advanced features and high performance,Tablets,107261,4.0,11452,43468,2024-09-25
100224,Laptop Max 159,Laptop Max 159 with advanced features and high performance,Cameras,178737,3.9,9881,33431,2024-07-23
100225,Treadmill Prime 923,Treadmill Prime 923 with advanced features and high performance,Audio,55568,4.8,9578,9885,2024-01-07
100226,Speaker Neo 609,Speaker Neo 609 with advanced features and high performance,Cameras,220003,4.6,5394,34737,2024-10-24
100227,Headphones Prime 736,Headphones Prime 736 with advanced features and high performance,TVs,221707,4.6,2739,30586,2024-09-18
100228,Mouse Ultra 419,Mouse Ultra 419 with advanced features and high performance,Fitness,13887,4.3,2938,22240,2024-03-07
100229,Mouse Max 657,Mouse Max 657 with advanced features and high performance,Accessories,13553,4.0,928,26782,2024-11-24
100230,Monitor Pro 476,Monitor Pro 476 with advanced features and high performance,Home Appliances,140196,4.3,2881,9238,2024-09-11
100231,Monitor Plus 197,Monitor Plus 197 with advanced features and high performance,Storage,9831,4.1,11553,21294,2024-10-10
100232,Monitor Ultra 525,Monitor Ultra 525 with advanced features and high performance,Wearables,26816,4.7,5098,32497,2024-07-06
100233,Keyboard Prime 304,Keyboard Prime 304 with advanced features and high performance,Networking,29151,4.2,8868,7118,2024-06-06
100234,Console Ultra 672,Console Ultra 672 with advanced features and high performance,Storage,26944,3.8,1176,48761,2024-09-25
100235,Speaker Ultra 248,Speaker Ultra 248 with advanced features and high performance,Home Appliances,18440,4.7,3342,19963,2024-11-18
100236,SSD Plus 292,SSD Plus 292 with advanced features and high performance,Home Appliances,26462,4.4,7288,45518,2024-12-20
100237,Monitor Smart 454,Monitor Smart 454 with advanced features and high performance,Home Appliances,33910,4.7,3740,46982,2024-09-28
100238,Monitor Plus 551,Monitor Plus 551 with advanced features and high performance,Office,14985,4.3,11333,12254,2024-02-10
100239,Monitor Neo 387,Monitor Neo 387 with advanced features and high performance,Office,62006,4.2,8853,26136,2024-04-21
100240,Treadmill Ultra 282,Treadmill Ultra 282 with advanced features and high performance,Mobiles,115639,4.0,3796,37854,2024-06-10
100241,Treadmill Plus 393,Treadmill Plus 393 with advanced features and high performance,Wearables,49469,4.8,8105,26193,2024-12-28
100242,Tablet Neo 482,Tablet Neo 482 with advanced features and high performance,Fitness,65499,4.6,2046,37729,2024-08-15
100243,Tablet Max 307,Tablet Max 307 with advanced features and high performance,Laptops,200034,4.5,1101,26056,2024-05-31
